128	0	0	202	736897	1
27	1	0	23	736910	1
171	0	3	109	736910	1
95	3	0	62	736921	1
7	0	0	238	736924	1
92	1	5	114	736924	1
95	1	0	62	736924	1
23	2	2	114	736926	1
204	1	1	9	736928	1
9	1	2	190	736931	1
23	0	0	62	736932	1
21	0	1	215	736935	1
23	0	2	62	736935	1
133	1	4	207	736935	1
227	3	1	38	736938	2.5
79	1	1	42	736939	1
94	4	0	165	736939	2.5
148	4	1	133	736939	2.5
133	2	0	94	736941	2.5
148	9	0	165	736941	2.5
155	1	2	170	736941	2.5
21	2	0	30	736941	2.5
81	1	1	207	736942	1
205	3	0	66	736942	1
106	2	0	215	736942	2.5
88	0	0	83	736943	3
65	1	2	237	736943	3
246	4	1	183	736943	3
166	2	0	64	736943	3
206	1	2	40	736943	3
118	0	2	87	736943	3
125	0	0	7	736943	3
12	2	1	130	736943	3
90	0	2	163	736943	3
16	2	0	218	736943	1
20	1	1	178	736943	1
117	0	1	126	736943	1
123	1	1	171	736943	1
156	2	1	177	736943	1
180	1	1	61	736943	1
230	2	0	238	736943	1
242	1	1	220	736943	1
165	1	1	133	736943	2.5
148	1	1	94	736943	2.5
155	4	0	30	736943	2.5
21	1	0	170	736943	2.5
68	0	0	217	736943	2.5
99	3	0	23	736943	2.5
112	1	1	179	736944	3
232	1	2	185	736944	3
3	1	0	111	736944	3
131	0	1	199	736944	3
184	0	0	149	736944	3
80	3	1	139	736944	3
18	0	0	121	736944	3
11	3	0	95	736944	1
223	2	0	136	736944	1
71	2	0	114	736944	1
211	2	0	60	736944	1
146	1	4	241	736944	1
182	1	0	55	736944	1
197	0	4	26	736944	1
203	1	1	145	736944	1
239	0	2	36	736944	1
244	1	2	56	736944	1
137	0	0	215	736944	2.5
9	0	5	84	736944	2.5
10	0	3	189	736944	2.5
27	4	0	19	736944	2.5
219	6	0	105	736945	3
74	1	2	214	736945	3
164	1	2	34	736945	3
82	1	0	104	736945	3
77	0	1	91	736945	3
25	5	0	193	736945	3
132	4	0	147	736945	3
38	1	0	227	736945	2.5
75	1	0	216	736945	2.5
57	1	1	44	736945	2.5
85	1	1	42	736945	2.5
86	1	1	5	736945	2.5
210	0	0	129	736945	2.5
144	2	0	41	736945	2.5
72	6	0	160	736945	2.5
154	1	1	253	736945	2.5
236	0	0	225	736945	2.5
170	3	0	30	736945	2.5
21	0	2	155	736945	2.5
191	0	2	159	736945	2.5
62	11	0	234	736945	2.5
150	1	2	73	736945	2.5
83	2	1	156	736946	3
237	1	0	205	736946	3
66	2	0	246	736946	3
40	1	0	166	736946	3
64	2	1	206	736946	3
87	1	0	125	736946	3
163	2	0	12	736946	3
130	2	0	90	736946	3
88	2	1	177	736946	1
126	0	0	167	736946	1
58	1	1	254	736946	2.5
186	1	2	113	736946	2.5
106	2	0	137	736946	2.5
33	0	5	69	736946	2.5
240	0	8	45	736946	2.5
14	3	1	29	736946	2.5
114	4	0	49	736946	2.5
188	1	0	181	736946	2.5
180	1	0	112	736947	3
218	2	3	232	736947	3
197	2	0	3	736947	3
149	2	0	131	736947	3
199	2	2	184	736947	3
7	1	1	118	736947	3
121	2	0	80	736947	3
139	1	1	18	736947	3
20	0	0	55	736947	1
43	1	3	136	736947	1
122	2	2	109	736947	1
123	2	1	220	736947	1
185	5	1	65	736947	1
196	2	2	32	736947	1
100	13	0	204	736947	2.5
63	10	0	92	736947	2.5
105	0	3	26	736948	3
214	6	0	61	736948	3
34	1	0	16	736948	3
104	2	1	91	736948	3
82	1	0	77	736948	3
